Website,CDN_Server_1,CDN_Server_2,CDN_Server_3,CDN_Server_4,CDN_Server_5,CDN_Server_6,CDN_Server_7,CDN_Server_8,CDN_Server_9,CDN_Server_10,CDN_Server_11,CDN_Server_12,CDN_Server_13,IP1,IP2,IP3,IP4,IP5,IP6,IP7,IP8,IP9,IP10,IP11,IP12,IP13
lookout.com,server-18-67-93-32.syd62.r.cloudfront.net,server-18-172-64-118.bom78.r.cloudfront.net,server-18-239-199-14.sfo53.r.cloudfront.net,server-13-35-238-59.sin2.r.cloudfront.net,server-18-164-96-34.jfk50.r.cloudfront.net,server-13-227-219-13.ams54.r.cloudfront.net,server-18-164-96-57.jfk50.r.cloudfront.net,server-18-239-199-62.sfo53.r.cloudfront.net,server-108-138-85-17.iad12.r.cloudfront.net,server-18-173-205-22.fra56.r.cloudfront.net,server-18-173-205-68.fra56.r.cloudfront.net,server-18-67-39-47.yto50.r.cloudfront.net,,18.67.93.32,18.172.64.118,18.239.199.14,13.35.238.59,18.164.96.34,13.227.219.13,18.164.96.57,18.239.199.62,108.138.85.17,18.173.205.22,18.173.205.68,18.67.39.47,None
lidl.com,a173-222-140-155.deploy.static.akamaitechnologies.com,a104-68-26-196.deploy.static.akamaitechnologies.com,a23-223-130-107.deploy.static.akamaitechnologies.com,a23-197-145-98.deploy.static.akamaitechnologies.com,a23-204-9-21.deploy.static.akamaitechnologies.com,a23-77-18-120.deploy.static.akamaitechnologies.com,a23-56-204-188.deploy.static.akamaitechnologies.com,a184-26-181-155.deploy.static.akamaitechnologies.com,a104-114-94-102.deploy.static.akamaitechnologies.com,a23-59-199-80.deploy.static.akamaitechnologies.com,a104-103-246-96.deploy.static.akamaitechnologies.com,,,173.222.140.155,104.68.26.196,23.223.130.107,23.197.145.98,23.204.9.21,23.77.18.120,23.56.204.188,184.26.181.155,104.114.94.102,23.59.199.80,104.103.246.96,None,None
manyvids.com,server-18-67-17-92.yto50.r.cloudfront.net,server-13-32-208-44.iad66.r.cloudfront.net,server-108-158-20-60.syd62.r.cloudfront.net,server-3-168-73-41.jfk50.r.cloudfront.net,server-18-66-57-30.bom78.r.cloudfront.net,server-3-168-73-120.jfk50.r.cloudfront.net,server-13-33-187-55.fra60.r.cloudfront.net,server-108-157-254-65.sin2.r.cloudfront.net,server-3-168-86-9.sfo5.r.cloudfront.net,server-18-238-243-77.ams58.r.cloudfront.net,,,,18.67.17.92,13.32.208.44,108.158.20.60,3.168.73.41,18.66.57.30,3.168.73.120,13.33.187.55,108.157.254.65,3.168.86.9,18.238.243.77,None,None,None
nykaa.com,server-18-238-49-64.jfk52.r.cloudfront.net,server-18-238-49-106.jfk52.r.cloudfront.net,server-18-238-49-91.jfk52.r.cloudfront.net,server-143-204-215-13.fra53.r.cloudfront.net,server-108-156-60-26.ams1.r.cloudfront.net,server-108-138-7-84.fra56.r.cloudfront.net,server-99-84-238-157.sfo5.r.cloudfront.net,server-13-33-88-71.sin2.r.cloudfront.net,server-99-84-238-127.sfo5.r.cloudfront.net,server-18-245-96-34.yto50.r.cloudfront.net,server-108-158-46-19.bom78.r.cloudfront.net,server-108-138-64-72.iad12.r.cloudfront.net,server-18-67-110-11.syd62.r.cloudfront.net,18.238.49.64,18.238.49.106,18.238.49.91,143.204.215.13,108.156.60.26,108.138.7.84,99.84.238.157,13.33.88.71,99.84.238.127,18.245.96.34,108.158.46.19,108.138.64.72,18.67.110.11
company.site,server-3-168-86-117.sfo5.r.cloudfront.net,server-18-173-219-39.jfk52.r.cloudfront.net,server-3-168-86-77.sfo5.r.cloudfront.net,server-18-67-76-29.iad89.r.cloudfront.net,server-52-222-214-97.fra56.r.cloudfront.net,server-52-222-214-14.fra56.r.cloudfront.net,server-108-156-22-39.hel51.r.cloudfront.net,server-3-168-86-69.sfo5.r.cloudfront.net,server-18-239-50-12.ams58.r.cloudfront.net,server-108-156-22-41.hel51.r.cloudfront.net,server-3-164-92-26.yto53.r.cloudfront.net,server-18-173-219-123.jfk52.r.cloudfront.net,,3.168.86.117,18.173.219.39,3.168.86.77,18.67.76.29,52.222.214.97,52.222.214.14,108.156.22.39,3.168.86.69,18.239.50.12,108.156.22.41,3.164.92.26,18.173.219.123,None
reserved.com,a2-21-67-16.deploy.static.akamaitechnologies.com,a2-21-20-13.deploy.static.akamaitechnologies.com,a23-11-215-144.deploy.static.akamaitechnologies.com,a23-216-149-137.deploy.static.akamaitechnologies.com,a95-101-74-67.deploy.static.akamaitechnologies.com,a23-208-29-162.deploy.static.akamaitechnologies.com,a23-49-248-31.deploy.static.akamaitechnologies.com,a23-32-29-9.deploy.static.akamaitechnologies.com,a23-216-149-145.deploy.static.akamaitechnologies.com,a23-205-255-228.deploy.static.akamaitechnologies.com,a23-48-105-17.deploy.static.akamaitechnologies.com,,,2.21.67.16,2.21.20.13,23.11.215.144,23.216.149.137,95.101.74.67,23.208.29.162,23.49.248.31,23.32.29.9,23.216.149.145,23.205.255.228,23.48.105.17,None,None
expressvpn.com,server-65-9-66-123.fra56.r.cloudfront.net,server-108-139-10-17.sfo5.r.cloudfront.net,server-18-65-244-82.syd3.r.cloudfront.net,server-18-239-18-75.ams58.r.cloudfront.net,server-13-226-94-129.jfk52.r.cloudfront.net,server-18-172-78-78.bom78.r.cloudfront.net,server-13-226-94-52.jfk52.r.cloudfront.net,server-108-139-10-101.sfo5.r.cloudfront.net,server-99-84-191-77.iad89.r.cloudfront.net,server-13-35-210-110.sin2.r.cloudfront.net,server-13-33-165-126.yto50.r.cloudfront.net,,,65.9.66.123,108.139.10.17,18.65.244.82,18.239.18.75,13.226.94.129,18.172.78.78,13.226.94.52,108.139.10.101,99.84.191.77,13.35.210.110,13.33.165.126,None,None
maurices.com,a23-49-248-29.deploy.static.akamaitechnologies.com,a23-32-29-17.deploy.static.akamaitechnologies.com,a2-21-20-10.deploy.static.akamaitechnologies.com,a23-11-215-153.deploy.static.akamaitechnologies.com,a23-206-243-41.deploy.static.akamaitechnologies.com,a23-44-111-73.deploy.static.akamaitechnologies.com,a2-19-248-81.deploy.static.akamaitechnologies.com,a23-205-255-228.deploy.static.akamaitechnologies.com,a23-48-105-11.deploy.static.akamaitechnologies.com,a23-49-248-25.deploy.static.akamaitechnologies.com,a95-101-74-112.deploy.static.akamaitechnologies.com,a23-216-149-144.deploy.static.akamaitechnologies.com,a23-216-149-141.deploy.static.akamaitechnologies.com,23.49.248.29,23.32.29.17,2.21.20.10,23.11.215.153,23.206.243.41,23.44.111.73,2.19.248.81,23.205.255.228,23.48.105.11,23.49.248.25,95.101.74.112,23.216.149.144,23.216.149.141
domestika.org,server-13-35-121-82.sfo5.r.cloudfront.net,server-18-238-80-66.jfk52.r.cloudfront.net,server-108-158-32-62.syd3.r.cloudfront.net,server-108-138-64-109.iad12.r.cloudfront.net,server-3-165-102-43.sin2.r.cloudfront.net,server-18-245-31-126.fra56.r.cloudfront.net,server-18-239-111-121.bom54.r.cloudfront.net,server-3-164-92-37.yto53.r.cloudfront.net,server-18-238-80-122.jfk52.r.cloudfront.net,server-13-35-121-53.sfo5.r.cloudfront.net,server-18-239-83-114.ams58.r.cloudfront.net,,,13.35.121.82,18.238.80.66,108.158.32.62,108.138.64.109,3.165.102.43,18.245.31.126,18.239.111.121,3.164.92.37,18.238.80.122,13.35.121.53,18.239.83.114,None,None
certalicup.com,server-108-139-29-97.jfk50.r.cloudfront.net,server-18-67-39-106.yto50.r.cloudfront.net,server-99-86-229-107.iad79.r.cloudfront.net,server-108-139-29-78.jfk50.r.cloudfront.net,server-3-168-86-111.sfo5.r.cloudfront.net,server-13-225-78-33.fra2.r.cloudfront.net,server-108-156-22-120.hel51.r.cloudfront.net,server-3-168-86-124.sfo5.r.cloudfront.net,server-108-139-29-106.jfk50.r.cloudfront.net,server-13-225-78-101.fra2.r.cloudfront.net,server-18-239-69-53.ams58.r.cloudfront.net,,,108.139.29.97,18.67.39.106,99.86.229.107,108.139.29.78,3.168.86.111,13.225.78.33,108.156.22.120,3.168.86.124,108.139.29.106,13.225.78.101,18.239.69.53,None,None
blendlabs.com,server-65-8-161-60.sfo53.r.cloudfront.net,server-99-84-191-63.iad89.r.cloudfront.net,server-18-165-140-124.hel51.r.cloudfront.net,server-18-239-69-95.ams58.r.cloudfront.net,server-13-33-252-113.jfk50.r.cloudfront.net,server-18-67-17-99.yto50.r.cloudfront.net,server-13-33-252-38.jfk50.r.cloudfront.net,server-13-33-252-3.jfk50.r.cloudfront.net,server-65-8-161-116.sfo53.r.cloudfront.net,server-65-8-161-97.sfo53.r.cloudfront.net,server-18-165-140-129.hel51.r.cloudfront.net,server-18-245-60-29.fra60.r.cloudfront.net,,65.8.161.60,99.84.191.63,18.165.140.124,18.239.69.95,13.33.252.113,18.67.17.99,13.33.252.38,13.33.252.3,65.8.161.116,65.8.161.97,18.165.140.129,18.245.60.29,None
playbattlegrounds.com,server-18-66-122-126.fra60.r.cloudfront.net,server-18-172-78-128.bom78.r.cloudfront.net,server-18-164-96-22.jfk50.r.cloudfront.net,server-13-225-4-73.sin52.r.cloudfront.net,server-108-138-246-27.sfo5.r.cloudfront.net,server-108-138-246-32.sfo5.r.cloudfront.net,server-13-227-219-72.ams54.r.cloudfront.net,server-18-165-98-43.iad55.r.cloudfront.net,server-18-66-122-57.fra60.r.cloudfront.net,server-18-164-96-7.jfk50.r.cloudfront.net,server-18-67-39-111.yto50.r.cloudfront.net,server-18-65-244-29.syd3.r.cloudfront.net,,18.66.122.126,18.172.78.128,18.164.96.22,13.225.4.73,108.138.246.27,108.138.246.32,13.227.219.72,18.165.98.43,18.66.122.57,18.164.96.7,18.67.39.111,18.65.244.29,None
mercadolivre.com,server-3-168-86-122.sfo5.r.cloudfront.net,server-108-158-46-3.bom78.r.cloudfront.net,server-108-138-106-32.jfk50.r.cloudfront.net,server-13-32-99-44.fra60.r.cloudfront.net,server-108-138-106-113.jfk50.r.cloudfront.net,server-13-33-165-13.yto50.r.cloudfront.net,server-108-158-32-75.syd3.r.cloudfront.net,server-13-33-30-93.sin2.r.cloudfront.net,server-13-32-208-68.iad66.r.cloudfront.net,server-18-239-18-18.ams58.r.cloudfront.net,server-3-168-86-73.sfo5.r.cloudfront.net,,,3.168.86.122,108.158.46.3,108.138.106.32,13.32.99.44,108.138.106.113,13.33.165.13,108.158.32.75,13.33.30.93,13.32.208.68,18.239.18.18,3.168.86.73,None,None
care.com,a95-101-74-84.deploy.static.akamaitechnologies.com,a23-49-248-9.deploy.static.akamaitechnologies.com,a23-11-215-137.deploy.static.akamaitechnologies.com,a23-216-149-138.deploy.static.akamaitechnologies.com,a2-21-67-33.deploy.static.akamaitechnologies.com,a23-49-248-31.deploy.static.akamaitechnologies.com,a23-32-29-9.deploy.static.akamaitechnologies.com,a23-205-255-228.deploy.static.akamaitechnologies.com,a23-48-105-11.deploy.static.akamaitechnologies.com,a23-216-149-149.deploy.static.akamaitechnologies.com,a2-21-20-3.deploy.static.akamaitechnologies.com,a23-208-29-177.deploy.static.akamaitechnologies.com,,95.101.74.84,23.49.248.9,23.11.215.137,23.216.149.138,2.21.67.33,23.49.248.31,23.32.29.9,23.205.255.228,23.48.105.11,23.216.149.149,2.21.20.3,23.208.29.177,None
edgenuity.com,server-108-138-26-13.fra56.r.cloudfront.net,server-13-35-121-128.sfo5.r.cloudfront.net,server-18-65-244-37.syd3.r.cloudfront.net,server-52-85-61-75.ewr53.r.cloudfront.net,server-18-66-41-58.bom78.r.cloudfront.net,server-3-164-92-50.yto53.r.cloudfront.net,server-13-35-121-115.sfo5.r.cloudfront.net,server-108-138-26-79.fra56.r.cloudfront.net,server-13-32-208-126.iad66.r.cloudfront.net,server-18-239-50-80.ams58.r.cloudfront.net,server-3-165-102-110.sin2.r.cloudfront.net,,,108.138.26.13,13.35.121.128,18.65.244.37,52.85.61.75,18.66.41.58,3.164.92.50,13.35.121.115,108.138.26.79,13.32.208.126,18.239.50.80,3.165.102.110,None,None
tvbs.com.tw,server-18-244-18-107.fra56.r.cloudfront.net,server-18-244-214-78.sfo53.r.cloudfront.net,server-18-238-55-72.jfk52.r.cloudfront.net,server-18-239-142-62.bom54.r.cloudfront.net,server-18-244-18-82.fra56.r.cloudfront.net,server-18-239-36-51.ams58.r.cloudfront.net,server-18-245-96-3.yto50.r.cloudfront.net,server-3-165-82-53.sin2.r.cloudfront.net,server-13-35-147-35.syd1.r.cloudfront.net,server-18-244-214-30.sfo53.r.cloudfront.net,server-18-67-65-98.iad89.r.cloudfront.net,,,18.244.18.107,18.244.214.78,18.238.55.72,18.239.142.62,18.244.18.82,18.239.36.51,18.245.96.3,3.165.82.53,13.35.147.35,18.244.214.30,18.67.65.98,None,None
coppel.com,a104-103-159-247.deploy.static.akamaitechnologies.com,a23-67-130-253.deploy.static.akamaitechnologies.com,a23-204-25-85.deploy.static.akamaitechnologies.com,a23-5-154-64.deploy.static.akamaitechnologies.com,a23-49-82-31.deploy.static.akamaitechnologies.com,a104-114-101-108.deploy.static.akamaitechnologies.com,a23-38-28-158.deploy.static.akamaitechnologies.com,a125-252-216-79.deploy.static.akamaitechnologies.com,a104-68-0-228.deploy.static.akamaitechnologies.com,a23-38-237-159.deploy.static.akamaitechnologies.com,,,,104.103.159.247,23.67.130.253,23.204.25.85,23.5.154.64,23.49.82.31,104.114.101.108,23.38.28.158,125.252.216.79,104.68.0.228,23.38.237.159,None,None,None
cheezburger.com,server-18-239-50-52.ams58.r.cloudfront.net,server-18-245-96-90.yto50.r.cloudfront.net,server-18-238-80-118.jfk52.r.cloudfront.net,server-108-156-39-53.lhr50.r.cloudfront.net,server-18-238-80-124.jfk52.r.cloudfront.net,server-52-84-205-128.blr50.r.cloudfront.net,server-18-238-192-61.sfo53.r.cloudfront.net,server-13-35-147-97.syd1.r.cloudfront.net,server-108-157-150-32.mci50.r.cloudfront.net,server-18-238-192-13.sfo53.r.cloudfront.net,server-18-66-112-49.fra56.r.cloudfront.net,server-13-227-254-117.sin52.r.cloudfront.net,,18.239.50.52,18.245.96.90,18.238.80.118,108.156.39.53,18.238.80.124,52.84.205.128,18.238.192.61,13.35.147.97,108.157.150.32,18.238.192.13,18.66.112.49,13.227.254.117,None
vedantu.com,server-18-238-80-107.jfk52.r.cloudfront.net,server-108-158-61-63.bom78.r.cloudfront.net,server-18-238-80-29.jfk52.r.cloudfront.net,server-108-158-32-11.syd3.r.cloudfront.net,server-18-173-121-58.sfo53.r.cloudfront.net,server-13-33-165-129.yto50.r.cloudfront.net,server-18-239-94-124.ams1.r.cloudfront.net,server-18-173-121-98.sfo53.r.cloudfront.net,server-52-85-151-122.iad89.r.cloudfront.net,server-108-138-7-37.fra56.r.cloudfront.net,server-108-138-7-4.fra56.r.cloudfront.net,server-13-227-254-14.sin52.r.cloudfront.net,,18.238.80.107,108.158.61.63,18.238.80.29,108.158.32.11,18.173.121.58,13.33.165.129,18.239.94.124,18.173.121.98,52.85.151.122,108.138.7.37,108.138.7.4,13.227.254.14,None
pix.pub,server-108-158-46-24.bom78.r.cloudfront.net,server-3-162-103-41.iad61.r.cloudfront.net,server-108-158-20-47.syd62.r.cloudfront.net,server-108-138-128-48.jfk50.r.cloudfront.net,server-108-138-7-91.fra56.r.cloudfront.net,server-18-238-192-108.sfo53.r.cloudfront.net,server-108-157-254-71.sin2.r.cloudfront.net,server-18-238-192-54.sfo53.r.cloudfront.net,server-108-138-128-42.jfk50.r.cloudfront.net,server-13-33-165-21.yto50.r.cloudfront.net,server-108-138-128-126.jfk50.r.cloudfront.net,server-18-239-18-68.ams58.r.cloudfront.net,,108.158.46.24,3.162.103.41,108.158.20.47,108.138.128.48,108.138.7.91,18.238.192.108,108.157.254.71,18.238.192.54,108.138.128.42,13.33.165.21,108.138.128.126,18.239.18.68,None
travelocity.com,a23-58-35-14.deploy.static.akamaitechnologies.com,a23-37-61-64.deploy.static.akamaitechnologies.com,a104-68-29-123.deploy.static.akamaitechnologies.com,a104-103-196-143.deploy.static.akamaitechnologies.com,a23-10-157-63.deploy.static.akamaitechnologies.com,a23-201-189-51.deploy.static.akamaitechnologies.com,a23-202-141-114.deploy.static.akamaitechnologies.com,a23-2-227-143.deploy.static.akamaitechnologies.com,a23-13-162-225.deploy.static.akamaitechnologies.com,a184-84-192-197.deploy.static.akamaitechnologies.com,,,,23.58.35.14,23.37.61.64,104.68.29.123,104.103.196.143,23.10.157.63,23.201.189.51,23.202.141.114,23.2.227.143,23.13.162.225,184.84.192.197,None,None,None
tsa.gov,a104-102-47-79.deploy.static.akamaitechnologies.com,a23-204-25-176.deploy.static.akamaitechnologies.com,a23-38-28-247.deploy.static.akamaitechnologies.com,a23-57-57-186.deploy.static.akamaitechnologies.com,a184-87-40-114.deploy.static.akamaitechnologies.com,a125-252-216-169.deploy.static.akamaitechnologies.com,a184-85-57-89.deploy.static.akamaitechnologies.com,a184-27-42-120.deploy.static.akamaitechnologies.com,a96-6-233-155.deploy.static.akamaitechnologies.com,a23-49-82-123.deploy.static.akamaitechnologies.com,,,,104.102.47.79,23.204.25.176,23.38.28.247,23.57.57.186,184.87.40.114,125.252.216.169,184.85.57.89,184.27.42.120,96.6.233.155,23.49.82.123,None,None,None
ccleaner.com,server-18-66-147-112.fra60.r.cloudfront.net,server-18-66-147-66.fra60.r.cloudfront.net,server-18-239-94-55.ams1.r.cloudfront.net,server-18-238-80-13.jfk52.r.cloudfront.net,server-108-156-133-107.sin2.r.cloudfront.net,server-18-238-80-11.jfk52.r.cloudfront.net,server-18-67-110-20.syd62.r.cloudfront.net,server-13-33-165-47.yto50.r.cloudfront.net,server-108-159-61-68.bom78.r.cloudfront.net,server-13-35-121-121.sfo5.r.cloudfront.net,server-18-238-80-74.jfk52.r.cloudfront.net,server-52-85-151-103.iad89.r.cloudfront.net,,18.66.147.112,18.66.147.66,18.239.94.55,18.238.80.13,108.156.133.107,18.238.80.11,18.67.110.20,13.33.165.47,108.159.61.68,13.35.121.121,18.238.80.74,52.85.151.103,None
purestorage.com,server-18-245-46-36.fra56.r.cloudfront.net,server-18-67-39-60.yto50.r.cloudfront.net,server-18-239-199-101.sfo53.r.cloudfront.net,server-18-164-124-110.jfk50.r.cloudfront.net,server-108-157-254-81.sin2.r.cloudfront.net,server-99-86-229-88.iad79.r.cloudfront.net,server-18-239-199-81.sfo53.r.cloudfront.net,server-18-66-57-85.bom78.r.cloudfront.net,server-108-156-60-20.ams1.r.cloudfront.net,server-18-164-124-103.jfk50.r.cloudfront.net,server-13-35-147-113.syd1.r.cloudfront.net,,,18.245.46.36,18.67.39.60,18.239.199.101,18.164.124.110,108.157.254.81,99.86.229.88,18.239.199.81,18.66.57.85,108.156.60.20,18.164.124.103,13.35.147.113,None,None
hotwire.com,a23-210-107-87.deploy.static.akamaitechnologies.com,a23-38-139-165.deploy.static.akamaitechnologies.com,a23-10-151-158.deploy.static.akamaitechnologies.com,a23-2-83-49.deploy.static.akamaitechnologies.com,a23-38-238-65.deploy.static.akamaitechnologies.com,a23-2-218-70.deploy.static.akamaitechnologies.com,a23-56-200-217.deploy.static.akamaitechnologies.com,a23-211-236-70.deploy.static.akamaitechnologies.com,a23-223-10-82.deploy.static.akamaitechnologies.com,a23-201-183-150.deploy.static.akamaitechnologies.com,,,,23.210.107.87,23.38.139.165,23.10.151.158,23.2.83.49,23.38.238.65,23.2.218.70,23.56.200.217,23.211.236.70,23.223.10.82,23.201.183.150,None,None,None
thairath.co.th,server-3-168-86-103.sfo5.r.cloudfront.net,server-13-33-165-46.yto50.r.cloudfront.net,server-18-239-18-98.ams58.r.cloudfront.net,server-52-222-214-5.fra56.r.cloudfront.net,server-13-227-254-20.sin52.r.cloudfront.net,server-18-65-244-36.syd3.r.cloudfront.net,server-13-32-151-87.iad66.r.cloudfront.net,server-13-35-93-92.jfk50.r.cloudfront.net,server-13-35-93-114.jfk50.r.cloudfront.net,server-3-168-86-6.sfo5.r.cloudfront.net,server-52-222-214-72.fra56.r.cloudfront.net,server-18-172-78-44.bom78.r.cloudfront.net,,3.168.86.103,13.33.165.46,18.239.18.98,52.222.214.5,13.227.254.20,18.65.244.36,13.32.151.87,13.35.93.92,13.35.93.114,3.168.86.6,52.222.214.72,18.172.78.44,None
gelderlander.nl,a104-110-191-65.deploy.static.akamaitechnologies.com,a104-86-110-121.deploy.static.akamaitechnologies.com,a95-101-111-151.deploy.static.akamaitechnologies.com,a23-41-4-73.deploy.static.akamaitechnologies.com,a23-202-229-198.deploy.static.akamaitechnologies.com,a23-54-118-20.deploy.static.akamaitechnologies.com,a23-216-149-152.deploy.static.akamaitechnologies.com,a23-219-82-57.deploy.static.akamaitechnologies.com,a23-45-49-42.deploy.static.akamaitechnologies.com,a23-219-82-48.deploy.static.akamaitechnologies.com,a23-216-149-146.deploy.static.akamaitechnologies.com,a23-62-156-86.deploy.static.akamaitechnologies.com,,104.110.191.65,104.86.110.121,95.101.111.151,23.41.4.73,23.202.229.198,23.54.118.20,23.216.149.152,23.219.82.57,23.45.49.42,23.219.82.48,23.216.149.146,23.62.156.86,None
postman.co,server-18-67-110-109.syd62.r.cloudfront.net,server-18-172-78-75.bom78.r.cloudfront.net,server-3-171-139-58.jfk52.r.cloudfront.net,server-13-32-99-107.fra60.r.cloudfront.net,server-13-33-88-59.sin2.r.cloudfront.net,server-3-171-139-31.jfk52.r.cloudfront.net,server-3-162-103-79.iad61.r.cloudfront.net,server-18-239-69-67.ams58.r.cloudfront.net,server-13-227-74-81.sfo20.r.cloudfront.net,server-13-32-99-75.fra60.r.cloudfront.net,server-18-67-17-71.yto50.r.cloudfront.net,,,18.67.110.109,18.172.78.75,3.171.139.58,13.32.99.107,13.33.88.59,3.171.139.31,3.162.103.79,18.239.69.67,13.227.74.81,13.32.99.75,18.67.17.71,None,None
onstove.com,server-18-238-192-78.sfo53.r.cloudfront.net,server-13-32-121-123.fra60.r.cloudfront.net,server-3-167-88-4.iad55.r.cloudfront.net,server-108-139-29-40.jfk50.r.cloudfront.net,server-18-238-192-21.sfo53.r.cloudfront.net,server-13-35-210-57.sin2.r.cloudfront.net,server-13-35-210-114.sin2.r.cloudfront.net,server-13-32-121-110.fra60.r.cloudfront.net,server-18-161-216-35.blr50.r.cloudfront.net,server-108-139-29-26.jfk50.r.cloudfront.net,server-18-245-96-43.yto50.r.cloudfront.net,server-13-227-219-37.ams54.r.cloudfront.net,,18.238.192.78,13.32.121.123,3.167.88.4,108.139.29.40,18.238.192.21,13.35.210.57,13.35.210.114,13.32.121.110,18.161.216.35,108.139.29.26,18.245.96.43,13.227.219.37,None
bluebillywig.com,server-18-66-102-114.fra56.r.cloudfront.net,server-18-66-102-87.fra56.r.cloudfront.net,server-13-225-63-24.ewr53.r.cloudfront.net,server-18-155-202-105.sfo53.r.cloudfront.net,server-18-155-202-2.sfo53.r.cloudfront.net,server-18-67-17-120.yto50.r.cloudfront.net,server-13-225-63-34.ewr53.r.cloudfront.net,server-108-158-20-45.syd62.r.cloudfront.net,server-99-86-229-96.iad79.r.cloudfront.net,server-13-225-63-19.ewr53.r.cloudfront.net,server-108-156-60-22.ams1.r.cloudfront.net,server-108-158-61-35.bom78.r.cloudfront.net,server-13-35-238-83.sin2.r.cloudfront.net,18.66.102.114,18.66.102.87,13.225.63.24,18.155.202.105,18.155.202.2,18.67.17.120,13.225.63.34,108.158.20.45,99.86.229.96,13.225.63.19,108.156.60.22,108.158.61.35,13.35.238.83
very.co.uk,a184-30-157-85.deploy.static.akamaitechnologies.com,a23-223-224-200.deploy.static.akamaitechnologies.com,a23-206-49-105.deploy.static.akamaitechnologies.com,a59-151-137-96.deploy.static.akamaitechnologies.com,a104-75-88-81.deploy.static.akamaitechnologies.com,a23-56-163-104.deploy.static.akamaitechnologies.com,a23-37-17-71.deploy.static.akamaitechnologies.com,a184-84-136-85.deploy.static.akamaitechnologies.com,a23-207-180-169.deploy.static.akamaitechnologies.com,a23-54-56-90.deploy.static.akamaitechnologies.com,a2-22-68-245.deploy.static.akamaitechnologies.com,,,184.30.157.85,23.223.224.200,23.206.49.105,59.151.137.96,104.75.88.81,23.56.163.104,23.37.17.71,184.84.136.85,23.207.180.169,23.54.56.90,2.22.68.245,None,None
sporza.be,server-18-164-116-125.jfk50.r.cloudfront.net,server-18-244-214-106.sfo53.r.cloudfront.net,server-18-164-116-10.jfk50.r.cloudfront.net,server-52-85-49-79.hel50.r.cloudfront.net,server-18-239-36-4.ams58.r.cloudfront.net,server-18-173-205-40.fra56.r.cloudfront.net,server-18-173-205-23.fra56.r.cloudfront.net,server-18-244-214-74.sfo53.r.cloudfront.net,server-18-67-17-89.yto50.r.cloudfront.net,server-18-244-214-2.sfo53.r.cloudfront.net,server-13-32-151-101.iad66.r.cloudfront.net,server-18-164-116-101.jfk50.r.cloudfront.net,server-52-85-49-64.hel50.r.cloudfront.net,18.164.116.125,18.244.214.106,18.164.116.10,52.85.49.79,18.239.36.4,18.173.205.40,18.173.205.23,18.244.214.74,18.67.17.89,18.244.214.2,13.32.151.101,18.164.116.101,52.85.49.64
healthcare.gov,a23-38-26-45.deploy.static.akamaitechnologies.com,a23-212-209-158.deploy.static.akamaitechnologies.com,a104-68-28-6.deploy.static.akamaitechnologies.com,a104-103-158-219.deploy.static.akamaitechnologies.com,a23-52-154-13.deploy.static.akamaitechnologies.com,a23-201-254-19.deploy.static.akamaitechnologies.com,a23-10-156-119.deploy.static.akamaitechnologies.com,a23-202-140-189.deploy.static.akamaitechnologies.com,a118-214-34-7.deploy.static.akamaitechnologies.com,a23-59-197-104.deploy.static.akamaitechnologies.com,,,,23.38.26.45,23.212.209.158,104.68.28.6,104.103.158.219,23.52.154.13,23.201.254.19,23.10.156.119,23.202.140.189,118.214.34.7,23.59.197.104,None,None,None
24.hu,server-18-165-122-12.hel51.r.cloudfront.net,server-13-33-252-94.jfk50.r.cloudfront.net,server-108-138-246-126.sfo5.r.cloudfront.net,server-13-33-187-25.fra60.r.cloudfront.net,server-18-165-122-79.hel51.r.cloudfront.net,server-108-138-246-28.sfo5.r.cloudfront.net,server-18-160-46-29.iad55.r.cloudfront.net,server-18-67-39-115.yto50.r.cloudfront.net,server-13-33-187-16.fra60.r.cloudfront.net,server-13-33-252-121.jfk50.r.cloudfront.net,server-18-239-83-118.ams58.r.cloudfront.net,,,18.165.122.12,13.33.252.94,108.138.246.126,13.33.187.25,18.165.122.79,108.138.246.28,18.160.46.29,18.67.39.115,13.33.187.16,13.33.252.121,18.239.83.118,None,None
hitta.se,server-18-239-18-110.ams58.r.cloudfront.net,server-18-66-147-44.fra60.r.cloudfront.net,server-52-222-214-103.fra56.r.cloudfront.net,server-18-238-49-106.jfk52.r.cloudfront.net,server-18-155-202-97.sfo53.r.cloudfront.net,server-18-155-202-84.sfo53.r.cloudfront.net,server-18-67-65-21.iad89.r.cloudfront.net,server-18-165-140-24.hel51.r.cloudfront.net,server-18-67-17-27.yto50.r.cloudfront.net,,,,,18.239.18.110,18.66.147.44,52.222.214.103,18.238.49.106,18.155.202.97,18.155.202.84,18.67.65.21,18.165.140.24,18.67.17.27,None,None,None,None
